time,option_idx,nu,mid_price,trade_dir,trade_price,z_i,vega_i,qty_actual,S_spot
1785437315.835,8,0.0225,0.6235075616874503,-1,0.6235075616874503,854931.759346969,1.24739,10.0,75.38
1785454935.629,8,0.0225,0.6308039267710268,-1,0.6367736800212257,854931.759346969,1.24739,1.2,75.38
1785470009.311,12,0.0225,0.2772618731759087,1,0.2772618731759087,2314214.833191395,1.054,0.5,75.38
1785475610.732,8,0.0225,0.611872162218624,-1,0.5837092066861237,854931.759346969,1.24739,2.71,75.38
1785477966.577,8,0.0225,0.6017196041705524,1,0.5810559830193684,854931.759346969,1.24739,2.03,75.38
1785489732.132,12,0.0225,0.2561024144335367,-1,0.23879013000795968,2314214.833191395,1.054,22.44,75.38
1785489732.411,12,0.0225,0.24914299112624497,-1,0.23879013000795968,2314214.833191395,1.054,4.05,75.38
1785489735.623,12,0.0225,0.24573218465385938,-1,0.23879013000795968,2314214.833191395,1.054,5.25,75.38
1785489736.064,12,0.0225,0.24373930957159395,-1,0.23879013000795968,2314214.833191395,1.054,10.8,75.38
1785489737.012,12,0.0225,0.24245383668525575,-1,0.23879013000795968,2314214.833191395,1.054,1.95,75.38
1785489738.144,12,0.0225,0.24157103055066412,-1,0.23879013000795968,2314214.833191395,1.054,4.03,75.38
1785489739.089,12,0.0225,0.24093836227528104,-1,0.23879013000795968,2314214.833191395,1.054,11.48,75.38
1785497620.599,8,0.0225,0.5790309367565087,-1,0.5226850623507562,854931.759346969,1.24739,0.57,75.38
1785499748.16,8,0.0225,0.5630176992175124,-1,0.5173786150172459,854931.759346969,1.24739,0.77,75.38
1785507100.208,8,0.0225,0.543709349116662,1,0.48288670734942957,854931.759346969,1.24739,4.85,75.38
1785508305.426,12,0.0225,0.23354399864250622,1,0.20695144600689838,2314214.833191395,1.054,5.0,75.38
1785512301.868,8,0.0225,0.5241375038711735,1,0.457681082515256,854931.759346969,1.24739,0.68,75.38
1785515410.557,8,0.0225,0.5140082768448963,1,0.47758026001591936,854931.759346969,1.24739,4.0,75.38
1785522349.416,4,0.0225,0.7919872645263996,1,0.7919872645263996,411160.5417451298,0.909136,13.14,75.38
1785524554.729,16,0.0225,0.04245157866808172,1,0.04245157866808172,8614258.665513504,0.553724,4.47,75.38
1785524554.9,16,0.0225,0.04245157866808172,1,0.04245157866808172,8614258.665513504,0.553724,9.51,75.38
1785527304.105,16,0.0225,0.04245157866808172,1,0.04245157866808172,8614258.665513504,0.553724,66.21,75.38
1785527304.515,16,0.0225,0.04245157866808172,1,0.04245157866808172,8614258.665513504,0.553724,12.12,75.38
1785537281.5,16,0.0225,0.04245157866808172,1,0.04245157866808172,8614258.665513504,0.553724,0.02,75.38
1785537500.427,16,0.0225,0.04245157866808172,1,0.04245157866808172,8614258.665513504,0.553724,0.01,75.38
1785548542.206,16,0.0225,0.04309089898921175,-1,0.04510480233483683,8614258.665513504,0.553724,3.27,75.38
1785553588.968,16,0.0225,0.04354907170589068,-1,0.04510480233483683,8614258.665513504,0.553724,0.13,75.38
1785558407.675,16,0.0225,0.04417616856023038,1,0.04643141416821438,8614258.665513504,0.553724,214.93,75.38
1785560130.412,16,0.0225,0.044371233809605115,-1,0.04510480233483683,8614258.665513504,0.553724,0.15,75.38
1785562884.415,16,0.0225,0.04452109268827899,-1,0.04510480233483683,8614258.665513504,0.553724,0.01,75.38
1785567666.034,16,0.0225,0.04463771680735404,-1,0.04510480233483683,8614258.665513504,0.553724,200.0,75.38
1785569527.547,16,0.0225,0.044729391333996726,-1,0.04510480233483683,8614258.665513504,0.553724,200.0,75.38
1785569758.781,16,0.0225,0.044802023359529916,1,0.04510480233483683,8614258.665513504,0.553724,100.7,75.38
1785570654.289,12,0.0225,0.22405678710044513,-1,0.18837888033961261,2314214.833191395,1.054,1.0,75.38
1785574889.038,12,0.0225,0.21487116530597322,-1,0.17909259750596976,2314214.833191395,1.054,0.85,75.38
1785578686.917,12,0.0225,0.20719256370889902,1,0.17643937383921465,2314214.833191395,1.054,3.03,75.38
1785593123.327,8,0.0225,0.499668435471965,1,0.44574157601485803,854931.759346969,1.24739,10.0,75.38
1785593682.2,12,0.0225,0.20193777749941616,1,0.18041920933934733,2314214.833191395,1.054,10.0,75.38
1785603564.923,16,0.0225,0.04485992813334137,1,0.04510480233483683,8614258.665513504,0.553724,518.53,75.38
1785603570.055,16,0.0225,0.04490632163151752,1,0.04510480233483683,8614258.665513504,0.553724,40.13,75.38
1785619942.596,8,0.0225,0.4713071986858836,1,0.36083841867869465,854931.759346969,1.24739,1.2,75.38
1785628113.553,16,0.0225,0.042698751065413564,1,0.03316529583443884,8614258.665513504,0.553724,0.69,75.38
1785628600.462,16,0.0225,0.04091730390735818,1,0.03316529583443884,8614258.665513504,0.553724,389.42,75.38
1785628985.429,16,0.0225,0.03947601338238567,1,0.03316529583443884,8614258.665513504,0.553724,74.07,75.38
1785628989.833,16,0.0225,0.03830749316775681,1,0.03316529583443884,8614258.665513504,0.553724,8.24,75.38
1785633412.578,16,0.0225,0.038092982936427044,1,0.03714513133457151,8614258.665513504,0.553724,2.04,75.38
1785633422.684,16,0.0225,0.03791853590614924,1,0.03714513133457151,8614258.665513504,0.553724,0.02,75.38
1785634448.015,12,0.0225,0.1959778596522716,1,0.17113292650570444,2314214.833191395,1.054,1.37,75.38
1785641150.154,4,0.0225,1.1514990713717166,1,1.1514990713717166,411160.5417451298,0.909136,0.06,75.38
1785643098.661,8,0.0225,0.4672594525318537,-1,0.45104802334836824,854931.759346969,1.24739,1.2,75.38
1785645541.138,4,0.0225,0.7817723534093924,1,0.7734146988591138,411160.5417451298,0.909136,0.01,75.38
1785653229.261,4,0.0225,0.7858786798052657,1,0.7919872645263996,411160.5417451298,0.909136,1.5,75.38
1785653348.166,4,0.0225,0.7887653052914737,1,0.7946404881931547,411160.5417451298,0.909136,4.08,75.38
1785658818.643,8,0.0225,0.4797000341241086,1,0.5306447333510215,854931.759346969,1.24739,0.01,75.38
1785658852.994,4,0.0225,1.1989254444149642,1,1.2377288405412576,411160.5417451298,0.909136,0.03,75.38
1785661712.917,16,0.0225,0.038507351423688434,-1,0.041124966834704166,8614258.665513504,0.553724,0.27,75.38
1785667136.953,4,0.0225,1.1867931164271566,1,1.1687450252056248,411160.5417451298,0.909136,0.18,75.38
1785670613.187,16,0.0225,0.03801448146588537,1,0.035818519501193954,8614258.665513504,0.553724,10.0,75.38
1785670793.718,16,0.0225,0.03761255250856899,1,0.035818519501193954,8614258.665513504,0.553724,10.0,75.38
1785676885.322,16,0.0225,0.03655703606873126,1,0.03183868400106129,8614258.665513504,0.553724,10.0,75.38
1785678177.251,16,0.0225,0.03569533176163977,1,0.03183868400106129,8614258.665513504,0.553724,50.0,75.38
1785694214.327,12,0.0225,0.19376347652986414,1,0.18439904483947994,2314214.833191395,1.054,3.0,75.38
1785696324.939,16,0.0225,0.035959891790267394,1,0.03714513133457151,8614258.665513504,0.553724,335.92,75.38
1785717867.623,8,0.0225,0.4741566334949748,-1,0.45104802334836824,854931.759346969,1.24739,1.0,75.38
1785720989.102,12,0.0225,0.1904812780717433,-1,0.17643937383921465,2314214.833191395,1.054,2.2,75.38
1785720989.18,12,0.0225,0.1878410918553487,-1,0.17643937383921465,2314214.833191395,1.054,2.8,75.38
1785723615.375,4,0.0225,0.770648533317091,1,0.7256566728575218,411160.5417451298,0.909136,0.01,75.38
1785738432.409,16,0.0225,0.0352083497765771,1,0.03183868400106129,8614258.665513504,0.553724,4.13,75.38
1785738951.189,4,0.0225,0.7558614908046412,-1,0.7137171663571239,411160.5417451298,0.909136,1.0,75.38
1785745631.06,8,0.0225,0.4560370616917113,-1,0.3794109843459803,854931.759346969,1.24739,0.01,75.38
1785745631.104,8,0.0225,0.44126826236058425,-1,0.3780843725126028,854931.759346969,1.24739,0.21,75.38
1785745631.108,12,0.0225,0.1805047565025351,-1,0.14858052533828603,2314214.833191395,1.054,1.0,75.38
1785766027.754,12,0.0225,0.18024220112819098,1,0.17909259750596976,2314214.833191395,1.054,1.0,75.38
1785766631.675,0,0.0225,1.6330591668877685,-1,1.6330591668877685,243156.3641315184,0.412252,8.14,75.38
1785769433.115,8,0.0225,0.44834514711430284,-1,0.47890687184929687,854931.759346969,1.24739,0.1,75.38
1785774573.043,16,0.0225,0.03580313899618133,1,0.03847174316794905,8614258.665513504,0.553724,17.0,75.38
1785780167.382,16,0.0225,0.03628930609504222,1,0.03847174316794905,8614258.665513504,0.553724,4.0,75.38
1785780968.104,8,0.0225,0.4577744074089916,1,0.49880604934996015,854931.759346969,1.24739,3.84,75.38
1785782597.377,8,0.0225,0.46540320709512395,-1,0.49880604934996015,854931.759346969,1.24739,2.65,75.38
1785782765.595,8,0.0225,0.47158822426698804,-1,0.49880604934996015,854931.759346969,1.24739,0.35,75.38
1785783295.729,8,0.0225,0.4748974341585949,-1,0.4895197665163173,854931.759346969,1.24739,3.0,75.38
1785783493.22,8,0.0225,0.47710028475474736,-1,0.4868665428495622,854931.759346969,1.24739,2.0,75.38
1785783692.976,16,0.0225,0.03547878394485777,-1,0.03183868400106129,8614258.665513504,0.553724,0.08,75.38
1785794782.214,12,0.0225,0.09020960466967366,-1,0.09020960466967366,2314214.833191395,1.054,0.13,75.38
1785794782.214,12,0.0225,0.09020960466967366,-1,0.09020960466967366,2314214.833191395,1.054,0.13,75.38
1785794782.214,12,0.0225,0.09020960466967366,-1,0.09020960466967366,2314214.833191395,1.054,0.13,75.38
1785794782.214,12,0.0225,0.09020960466967366,-1,0.09020960466967366,2314214.833191395,1.054,0.13,75.38
1785807037.841,16,0.0225,0.03433301874486567,-1,0.02918546033430618,8614258.665513504,0.553724,0.35,75.38
1785807038.143,12,0.0225,0.08754376543186723,-1,0.08092332183603078,2314214.833191395,1.054,1.25,75.38
1785818800.007,4,0.0225,1.1948329782567007,1,1.2111966038737065,411160.5417451298,0.909136,0.18,75.38
1785830450.297,16,0.0225,0.03049849871008416,-1,0.013266118333775537,8614258.665513504,0.553724,0.01,75.38
1785843494.683,12,0.0225,0.08926987671500085,1,0.09418944016980631,2314214.833191395,1.054,0.13,75.38
1785843608.264,12,0.0225,0.09077495404455724,1,0.09551605200318386,2314214.833191395,1.054,94.76,75.38
1785845114.771,12,0.0225,0.09245719784958324,1,0.09816927566993897,2314214.833191395,1.054,277.97,75.38
1785845288.319,16,0.0225,0.031225220375500923,1,0.034491907667816395,8614258.665513504,0.553724,100.0,75.38
1785845295.419,8,0.0225,0.4791373328288524,1,0.4881931546829398,854931.759346969,1.24739,3.0,75.38
1785847012.048,16,0.0225,0.03206097474826619,1,0.035818519501193954,8614258.665513504,0.553724,58.0,75.38
1785847050.252,12,0.0225,0.0942771947155841,1,0.10082249933669409,2314214.833191395,1.054,23.03,75.38
1785847061.478,12,0.0225,0.09565207630299093,1,0.10082249933669409,2314214.833191395,1.054,2.68,75.38
1785852028.528,8,0.0225,0.47447483145165315,-1,0.4537012470151233,854931.759346969,1.24739,0.29,75.38
1785852133.457,16,0.0225,0.03274457231256958,1,0.035818519501193954,8614258.665513504,0.553724,0.63,75.38
1785857659.218,16,0.0225,0.03257978495402969,-1,0.03183868400106129,8614258.665513504,0.553724,400.0,75.38
1785863516.135,8,0.0225,0.47674289789433716,1,0.4868665428495622,854931.759346969,1.24739,3.2,75.38
1785865856.849,8,0.0225,0.47350073903983303,-1,0.4590076943486336,854931.759346969,1.24739,3.2,75.38
1785869028.4,16,0.0225,0.033168880922239775,1,0.035818519501193954,8614258.665513504,0.553724,130.0,75.38
1785869985.561,12,0.0225,0.09562428823910822,1,0.09551605200318386,2314214.833191395,1.054,28.0,75.38
1785873014.792,12,0.0225,0.10832528442157212,-1,0.15919342000530642,2314214.833191395,1.054,28.93,75.38
1785874587.473,16,0.0225,0.03051413842877491,-1,0.018572565667285754,8614258.665513504,0.553724,8.89,75.38
1785875968.843,0,0.0225,1.6724595383390821,1,1.7046962058901565,243156.3641315184,0.412252,8.14,75.38
1785877693.032,8,0.0225,0.4749726050829646,-1,0.48156009551605194,854931.759346969,1.24739,11.47,75.38
1785877693.075,8,0.0225,0.47617469307505694,-1,0.48156009551605194,854931.759346969,1.24739,2.88,75.38
1785877701.373,8,0.0225,0.47715677318410615,-1,0.48156009551605194,854931.759346969,1.24739,9.3,75.38
1785877703.695,8,0.0225,0.4779593269492784,-1,0.48156009551605194,854931.759346969,1.24739,2.11,75.38
1785877715.117,8,0.0225,0.4786153160338709,-1,0.48156009551605194,854931.759346969,1.24739,1.06,75.38
1785877723.403,8,0.0225,0.4791516026354551,-1,0.48156009551605194,854931.759346969,1.24739,26.96,75.38
1785877723.456,8,0.0225,0.4795900938839251,-1,0.48156009551605194,854931.759346969,1.24739,6.79,75.38
1785877723.497,8,0.0225,0.4799486663639547,-1,0.48156009551605194,854931.759346969,1.24739,1.71,75.38
1785877723.777,8,0.0225,0.4802419146862549,-1,0.48156009551605194,854931.759346969,1.24739,29.31,75.38
1785877724.184,8,0.0225,0.4804817587204558,-1,0.48156009551605194,854931.759346969,1.24739,7.38,75.38
1785877726.605,8,0.0225,0.4806779369313457,-1,0.48156009551605194,854931.759346969,1.24739,3.99,75.38
1785877727.734,8,0.0225,0.4808384076882153,-1,0.48156009551605194,854931.759346969,1.24739,8.71,75.38
1785877728.343,8,0.0225,0.4809696760535269,-1,0.48156009551605194,854931.759346969,1.24739,2.19,75.38
1785877730.376,8,0.0225,0.48107706011647405,-1,0.48156009551605194,854931.759346969,1.24739,1.42,75.38
1785877730.485,8,0.0225,0.48116490820793195,-1,0.48156009551605194,854931.759346969,1.24739,11.6,75.38
1785885465.53,4,0.0225,1.2079088820117867,-1,1.2403820642080126,411160.5417451298,0.909136,0.06,75.38
1785886450.581,8,0.0225,0.4771354429426442,-1,0.4590076943486336,854931.759346969,1.24739,8.68,75.38
1785887656.117,12,0.0225,0.10294712174835012,-1,0.08092332183603078,2314214.833191395,1.054,56.93,75.38
1785889068.792,12,0.0225,0.0991994313894849,1,0.08357654550278588,2314214.833191395,1.054,5.7,75.38
1785890743.625,12,0.0225,0.09595793540812102,-1,0.08224993366940833,2314214.833191395,1.054,100.59,75.38
1785896769.854,8,0.0225,0.4767338426360389,-1,0.4749270363491642,854931.759346969,1.24739,10.0,75.38
1785901582.918,16,0.0225,0.030755029263434267,-1,0.03183868400106129,8614258.665513504,0.553724,1.61,75.38
1785901947.297,16,0.0225,0.030952100481528782,-1,0.03183868400106129,8614258.665513504,0.553724,0.01,75.38
1785903225.182,12,0.0225,0.09411485165372581,1,0.08622976916954099,2314214.833191395,1.054,0.95,75.38
1785903275.959,12,0.0225,0.09163455449309169,-1,0.08092332183603078,2314214.833191395,1.054,0.95,75.38
1785904608.165,12,0.0225,0.0901288131991351,-1,0.08357654550278588,2314214.833191395,1.054,1.83,75.38
1785915601.287,12,0.0225,0.1780642052155094,1,0.1684797028389493,2314214.833191395,1.054,41.55,75.38
1785926334.298,8,0.0225,0.4754403344912518,1,0.469620589015654,854931.759346969,1.24739,14.0,75.38
1785931942.277,8,0.0225,0.47024875029156893,1,0.46033430618201115,854931.759346969,1.24739,61.95,75.38
1785931942.277,8,0.0225,0.4724522239393522,1,0.4590076943486336,854931.759346969,1.24739,92.08,75.38
1785931951.665,8,0.0225,0.4684459795850443,1,0.46033430618201115,854931.759346969,1.24739,0.26,75.38
1785932967.558,16,0.0225,0.03207830753811918,1,0.03714513133457151,8614258.665513504,0.553724,1.0,75.38
1785934425.454,8,0.0225,0.46938321285724405,-1,0.47360042451578666,854931.759346969,1.24739,1.0,75.38
1785934480.632,16,0.0225,0.03227597070178713,-1,0.03316529583443884,8614258.665513504,0.553724,0.72,75.38
1785935977.21,8,0.0225,0.46532571786234905,-1,0.4470681878482356,854931.759346969,1.24739,91.86,75.38
1785935977.21,8,0.0225,0.46176480846563767,-1,0.44574157601485803,854931.759346969,1.24739,62.43,75.38
1785935992.501,16,0.0225,0.0324376855443129,1,0.03316529583443884,8614258.665513504,0.553724,224.09,75.38
1785936022.895,16,0.0225,0.03256999128629379,1,0.03316529583443884,8614258.665513504,0.553724,149.41,75.38
1785936699.159,8,0.0225,0.4581277563756892,-1,0.4417617405147254,854931.759346969,1.24739,0.5,75.38
