option_idx,K,T,Vpi,price,vega,iv_initial,delta_bid,delta_ask,delta_bid_over_price,iv_bid_over_iv0
7,9,3,-3.84615e+06,1.56406,0.645607,0.150509,0.00086144,0.0098498,0.000550773,0.999044
8,10,1,-3.84615e+06,0.584842,1.24739,0.14673,0.00234047,0.0205436,0.00400188,0.995991
9,10,1.5,-3.84615e+06,0.716429,1.05649,0.146826,0.00176734,0.0169102,0.00246687,0.997526
10,10,2,-3.84615e+06,0.827685,0.921681,0.146968,0.00135548,0.0146531,0.00163768,0.998356
11,10,3,-3.84615e+06,1.01428,0.752216,0.147184,0.00101431,0.0118312,0.00100003,0.998995
12,11,1,-3.84615e+06,0.216056,1.054,0.139893,0.00313615,0.0187446,0.0145155,0.993215
13,11,1.5,-3.84615e+06,0.331841,0.967756,0.141548,0.00211567,0.0160522,0.00637557,0.996593
14,11,2,-3.84615e+06,0.435851,0.878186,0.142685,0.00156924,0.0142697,0.00360039,0.997911
15,11,3,-3.84615e+06,0.617345,0.74383,0.144084,0.00109208,0.0117957,0.00176899,0.998866
16,12,1,-3.84615e+06,0.0580433,0.553724,0.133691,0.00265305,0.0113213,0.0457082,0.98834
17,12,1.5,-3.84615e+06,0.128299,0.656386,0.136693,0.0019892,0.0117979,0.0155044,0.995049
18,12,2,-3.84615e+06,0.203702,0.673174,0.138682,0.00154464,0.0112821,0.00758286,0.997207
19,12,3,-3.84615e+06,0.352176,0.639898,0.14112,0.00108761,0.0100159,0.00308825,0.998645
0,8,1,-3.33333e+06,2.05629,0.412252,0.162427,0.000941553,0.00582971,0.000457889,0.995795
1,8,1.5,-3.33333e+06,2.10839,0.466047,0.158853,0.00105212,0.0065211,0.000499014,0.997055
2,8,2,-3.33333e+06,2.1619,0.473691,0.156554,0.00106727,0.00662302,0.000493672,0.997739
3,8,3,-3.33333e+06,2.26692,0.455707,0.153904,0.00103148,0.00638465,0.000455014,0.998446
4,9,1,-3.33333e+06,1.21607,0.909136,0.154678,0.00201651,0.013484,0.00165821,0.995639
5,9,1.5,-3.33333e+06,1.31708,0.833947,0.152782,0.00183386,0.0121859,0.00139237,0.996951
6,9,2,-3.33333e+06,1.40697,0.7578,0.151696,0.00165654,0.0109103,0.00117738,0.997684
7,9,3,-3.33333e+06,1.56406,0.645607,0.150509,0.00141124,0.00911615,0.000902297,0.998434
8,10,1,-3.33333e+06,0.584842,1.24739,0.14673,0.00345304,0.0191312,0.00590424,0.994085
9,10,1.5,-3.33333e+06,0.716429,1.05649,0.146826,0.00265449,0.0159121,0.00370517,0.996285
10,10,2,-3.33333e+06,0.827685,0.921681,0.146968,0.00210776,0.0138139,0.00254658,0.997444
11,10,3,-3.33333e+06,1.01428,0.752216,0.147184,0.00164387,0.0108185,0.00162073,0.99837
12,11,1,-3.33333e+06,0.216056,1.054,0.139893,0.00403687,0.0174901,0.0186844,0.991263
13,11,1.5,-3.33333e+06,0.331841,0.967756,0.141548,0.00291894,0.0151689,0.00879622,0.995298
14,11,2,-3.33333e+06,0.435851,0.878186,0.142685,0.0023038,0.0135938,0.00528575,0.996933
15,11,3,-3.33333e+06,0.617345,0.74383,0.144084,0.00171938,0.0108175,0.00278511,0.998215
16,12,1,-3.33333e+06,0.0580433,0.553724,0.133691,0.00306599,0.0103712,0.0528225,0.986501
17,12,1.5,-3.33333e+06,0.128299,0.656386,0.136693,0.00259609,0.0107973,0.0202347,0.993532
18,12,2,-3.33333e+06,0.203702,0.673174,0.138682,0.00213547,0.0103928,0.0104833,0.996137
19,12,3,-3.33333e+06,0.352176,0.639898,0.14112,0.00164354,0.00932823,0.0046668,0.997952
0,8,1,-2.82051e+06,2.05629,0.412252,0.162427,0.00126048,0.005573,0.000612989,0.994364
1,8,1.5,-2.82051e+06,2.10839,0.466047,0.158853,0.00147245,0.00618934,0.000698373,0.995875
2,8,2,-2.82051e+06,2.1619,0.473691,0.156554,0.00149489,0.00627988,0.000691472,0.996831
3,8,3,-2.82051e+06,2.26692,0.455707,0.153904,0.00144181,0.00606799,0.000636023,0.997827
4,9,1,-2.82051e+06,1.21607,0.909136,0.154678,0.00279121,0.0122488,0.00229527,0.993961
5,9,1.5,-2.82051e+06,1.31708,0.833947,0.152782,0.00255377,0.0111348,0.00193897,0.995753
6,9,2,-2.82051e+06,1.40697,0.7578,0.151696,0.00231971,0.0100342,0.00164872,0.996757
7,9,3,-2.82051e+06,1.56406,0.645607,0.150509,0.00198735,0.00847456,0.00127064,0.997795
8,10,1,-2.82051e+06,0.584842,1.24739,0.14673,0.00447513,0.0177726,0.00765186,0.992335
9,10,1.5,-2.82051e+06,0.716429,1.05649,0.146826,0.00353465,0.0149556,0.00493371,0.995053
10,10,2,-2.82051e+06,0.827685,0.921681,0.146968,0.00289164,0.012529,0.00349365,0.996494
11,10,3,-2.82051e+06,1.01428,0.752216,0.147184,0.00230281,0.00995472,0.0022704,0.997717
12,11,1,-2.82051e+06,0.216056,1.054,0.139893,0.00500019,0.016403,0.0231431,0.989172
13,11,1.5,-2.82051e+06,0.331841,0.967756,0.141548,0.00374703,0.0143735,0.0112916,0.993963
14,11,2,-2.82051e+06,0.435851,0.878186,0.142685,0.00305746,0.0123305,0.0070149,0.995929
15,11,3,-2.82051e+06,0.617345,0.74383,0.144084,0.00237236,0.0099537,0.00384283,0.997537
16,12,1,-2.82051e+06,0.0580433,0.553724,0.133691,0.00350836,0.00954687,0.0604438,0.984525
17,12,1.5,-2.82051e+06,0.128299,0.656386,0.136693,0.0031684,0.00996497,0.0246955,0.9921
18,12,2,-2.82051e+06,0.203702,0.673174,0.138682,0.00275249,0.00963594,0.0135124,0.995018
19,12,3,-2.82051e+06,0.352176,0.639898,0.14112,0.00221664,0.00866209,0.00629413,0.997237
0,8,1,-2.30769e+06,2.05629,0.412252,0.162427,0.00151721,0.00510735,0.00073784,0.993208
1,8,1.5,-2.30769e+06,2.10839,0.466047,0.158853,0.00178848,0.00589027,0.000848264,0.994987
2,8,2,-2.30769e+06,2.1619,0.473691,0.156554,0.00182659,0.00597101,0.000844903,0.996127
3,8,3,-2.30769e+06,2.26692,0.455707,0.153904,0.00173676,0.00578198,0.000766132,0.997383
4,9,1,-2.30769e+06,1.21607,0.909136,0.154678,0.00356989,0.0112158,0.00293559,0.992273
5,9,1.5,-2.30769e+06,1.31708,0.833947,0.152782,0.00327798,0.0102459,0.00248883,0.994548
6,9,2,-2.30769e+06,1.40697,0.7578,0.151696,0.00298748,0.00928417,0.00212334,0.995823
7,9,3,-2.30769e+06,1.56406,0.645607,0.150509,0.00256833,0.00791485,0.0016421,0.997151
8,10,1,-2.30769e+06,0.584842,1.24739,0.14673,0.00551788,0.016581,0.00943483,0.990548
9,10,1.5,-2.30769e+06,0.716429,1.05649,0.146826,0.00442878,0.013546,0.00618175,0.993802
10,10,2,-2.30769e+06,0.827685,0.921681,0.146968,0.00368189,0.0114574,0.00444842,0.995536
11,10,3,-2.30769e+06,1.01428,0.752216,0.147184,0.00296638,0.00921458,0.00292463,0.99706
12,11,1,-2.30769e+06,0.216056,1.054,0.139893,0.00602625,0.0154423,0.0278921,0.986944
13,11,1.5,-2.30769e+06,0.331841,0.967756,0.141548,0.00463009,0.0130707,0.0139527,0.992539
14,11,2,-2.30769e+06,0.435851,0.878186,0.142685,0.0038304,0.0112746,0.00878831,0.994899
15,11,3,-2.30769e+06,0.617345,0.74383,0.144084,0.00303393,0.00921263,0.00491448,0.99685
16,12,1,-2.30769e+06,0.0580433,0.553724,0.133691,0.00398543,0.00886933,0.068663,0.982384
17,12,1.5,-2.30769e+06,0.128299,0.656386,0.136693,0.00365259,0.00924718,0.0284694,0.990886
18,12,2,-2.30769e+06,0.203702,0.673174,0.138682,0.00332496,0.00894332,0.0163227,0.99398
19,12,3,-2.30769e+06,0.352176,0.639898,0.14112,0.0028051,0.00807926,0.00796504,0.996502
0,8,1,-1.79487e+06,2.05629,0.412252,0.162427,0.00178023,0.00448766,0.000865751,0.992022
1,8,1.5,-1.79487e+06,2.10839,0.466047,0.158853,0.00209068,0.00524452,0.000991597,0.994136
2,8,2,-1.79487e+06,2.1619,0.473691,0.156554,0.00213434,0.00535139,0.000987253,0.995472
3,8,3,-1.79487e+06,2.26692,0.455707,0.153904,0.00203145,0.0050997,0.000896129,0.996938
4,9,1,-1.79487e+06,1.21607,0.909136,0.154678,0.00438555,0.0103655,0.00360632,0.990503
5,9,1.5,-1.79487e+06,1.31708,0.833947,0.152782,0.00403744,0.00950825,0.00306545,0.993283
6,9,2,-1.79487e+06,1.40697,0.7578,0.151696,0.00368861,0.0086565,0.00262166,0.994842
7,9,3,-1.79487e+06,1.56406,0.645607,0.150509,0.0030941,0.00743997,0.00197826,0.996567
8,10,1,-1.79487e+06,0.584842,1.24739,0.14673,0.00666985,0.0151147,0.0114045,0.988575
9,10,1.5,-1.79487e+06,0.716429,1.05649,0.146826,0.00539693,0.0123967,0.0075331,0.992447
10,10,2,-1.79487e+06,0.827685,0.921681,0.146968,0.00451713,0.0105749,0.00545754,0.994523
11,10,3,-1.79487e+06,1.01428,0.752216,0.147184,0.00366317,0.0085948,0.00361161,0.996369
12,11,1,-1.79487e+06,0.216056,1.054,0.139893,0.00687381,0.0143375,0.031815,0.985101
13,11,1.5,-1.79487e+06,0.331841,0.967756,0.141548,0.0055429,0.0119478,0.0167035,0.991066
14,11,2,-1.79487e+06,0.435851,0.878186,0.142685,0.00468142,0.0103937,0.0107409,0.993765
15,11,3,-1.79487e+06,0.617345,0.74383,0.144084,0.00371212,0.0085889,0.00601304,0.996145
16,12,1,-1.79487e+06,0.0580433,0.553724,0.133691,0.00451192,0.00829181,0.0777336,0.980012
17,12,1.5,-1.79487e+06,0.128299,0.656386,0.136693,0.00417011,0.00862982,0.0325032,0.989586
18,12,2,-1.79487e+06,0.203702,0.673174,0.138682,0.00383346,0.00833599,0.018819,0.993056
19,12,3,-1.79487e+06,0.352176,0.639898,0.14112,0.0032719,0.00757781,0.00929052,0.99592
0,8,1,-1.28205e+06,2.05629,0.412252,0.162427,0.00208038,0.00397881,0.00101172,0.990665
1,8,1.5,-1.28205e+06,2.10839,0.466047,0.158853,0.00243619,0.00464369,0.00115547,0.993163
2,8,2,-1.28205e+06,2.1619,0.473691,0.156554,0.00248627,0.00473752,0.00115004,0.994724
3,8,3,-1.28205e+06,2.26692,0.455707,0.153904,0.00236827,0.00451653,0.00104471,0.99643
4,9,1,-1.28205e+06,1.21607,0.909136,0.154678,0.0052269,0.00962472,0.00429819,0.988677
5,9,1.5,-1.28205e+06,1.31708,0.833947,0.152782,0.00476364,0.00886198,0.00361683,0.992074
6,9,2,-1.28205e+06,1.40697,0.7578,0.151696,0.00429157,0.00810311,0.00305021,0.993998
7,9,3,-1.28205e+06,1.56406,0.645607,0.150509,0.00358891,0.0068123,0.00229462,0.996018
8,10,1,-1.28205e+06,0.584842,1.24739,0.14673,0.00786757,0.0138149,0.0134525,0.986524
9,10,1.5,-1.28205e+06,0.716429,1.05649,0.146826,0.00639402,0.0114228,0.00892485,0.991051
10,10,2,-1.28205e+06,0.827685,0.921681,0.146968,0.00536314,0.00981016,0.00647969,0.993497
11,10,3,-1.28205e+06,1.01428,0.752216,0.147184,0.00425682,0.00804808,0.00419691,0.99578
12,11,1,-1.28205e+06,0.216056,1.054,0.139893,0.00780743,0.0130607,0.0361362,0.983069
13,11,1.5,-1.28205e+06,0.331841,0.967756,0.141548,0.0063382,0.0110033,0.0191001,0.989783
14,11,2,-1.28205e+06,0.435851,0.878186,0.142685,0.00539231,0.00964509,0.0123719,0.992818
15,11,3,-1.28205e+06,0.617345,0.74383,0.144084,0.00429384,0.00804249,0.00695533,0.995541
16,12,1,-1.28205e+06,0.0580433,0.553724,0.133691,0.00510751,0.00778705,0.0879949,0.977314
17,12,1.5,-1.28205e+06,0.128299,0.656386,0.136693,0.00474043,0.00806519,0.0369484,0.988152
18,12,2,-1.28205e+06,0.203702,0.673174,0.138682,0.00438,0.00780805,0.0215021,0.992063
19,12,3,-1.28205e+06,0.352176,0.639898,0.14112,0.00377776,0.00711498,0.0107269,0.995288
0,8,1,-769231,2.05629,0.412252,0.162427,0.00240194,0.00350418,0.0011681,0.989207
1,8,1.5,-769231,2.10839,0.466047,0.158853,0.00280721,0.00408738,0.00133145,0.992116
2,8,2,-769231,2.1619,0.473691,0.156554,0.00286429,0.00416963,0.0013249,0.993919
3,8,3,-769231,2.26692,0.455707,0.153904,0.00272982,0.00397588,0.0012042,0.995884
4,9,1,-769231,1.21607,0.909136,0.154678,0.00599491,0.00869896,0.00492973,0.987008
5,9,1.5,-769231,1.31708,0.833947,0.152782,0.00546514,0.00793133,0.00414945,0.990905
6,9,2,-769231,1.40697,0.7578,0.151696,0.00492547,0.0071496,0.00350075,0.993111
7,9,3,-769231,1.56406,0.645607,0.150509,0.00412258,0.00598734,0.00263583,0.995426
8,10,1,-769231,0.584842,1.24739,0.14673,0.00893692,0.0126435,0.0152809,0.984692
9,10,1.5,-769231,0.716429,1.05649,0.146826,0.0072917,0.010513,0.0101778,0.989795
10,10,2,-769231,0.827685,0.921681,0.146968,0.00614213,0.00891678,0.00742085,0.992553
11,10,3,-769231,1.01428,0.752216,0.147184,0.00488575,0.00709207,0.00481698,0.995157
12,11,1,-769231,0.216056,1.054,0.139893,0.00884002,0.0119623,0.0409155,0.98082
13,11,1.5,-769231,0.331841,0.967756,0.141548,0.00718132,0.0101643,0.0216409,0.988421
14,11,2,-769231,0.435851,0.878186,0.142685,0.00613261,0.008932,0.0140704,0.991831
15,11,3,-769231,0.617345,0.74383,0.144084,0.00491504,0.00714061,0.00796157,0.994896
16,12,1,-769231,0.0580433,0.553724,0.133691,0.00579144,0.00733624,0.0997779,0.974199
17,12,1.5,-769231,0.128299,0.656386,0.136693,0.00536964,0.00755926,0.0418526,0.986566
18,12,2,-769231,0.203702,0.673174,0.138682,0.00496397,0.00724266,0.0243688,0.991
19,12,3,-769231,0.352176,0.639898,0.14112,0.00430543,0.00626821,0.0122252,0.994629
0,8,1,-256410,2.05629,0.412252,0.162427,0.00272016,0.00308508,0.00132285,0.98776
1,8,1.5,-256410,2.10839,0.466047,0.158853,0.00317536,0.0035989,0.00150605,0.991076
2,8,2,-256410,2.1619,0.473691,0.156554,0.0032395,0.00367133,0.00149845,0.99312
3,8,3,-256410,2.26692,0.455707,0.153904,0.00308839,0.0035007,0.00136238,0.995342
4,9,1,-256410,1.21607,0.909136,0.154678,0.00676316,0.0076558,0.00556149,0.985337
5,9,1.5,-256410,1.31708,0.833947,0.152782,0.00616645,0.0069807,0.00468193,0.989736
6,9,2,-256410,1.40697,0.7578,0.151696,0.0055587,0.00629319,0.00395082,0.992225
7,9,3,-256410,1.56406,0.645607,0.150509,0.00465481,0.00527092,0.00297612,0.994835
8,10,1,-256410,0.584842,1.24739,0.14673,0.0100701,0.0114499,0.0172185,0.982751
9,10,1.5,-256410,0.716429,1.05649,0.146826,0.00821841,0.00932618,0.0114714,0.988498
10,10,2,-256410,0.827685,0.921681,0.146968,0.00692759,0.00784681,0.00836984,0.9916
11,10,3,-256410,1.01428,0.752216,0.147184,0.00551397,0.0062426,0.00543636,0.994534
12,11,1,-256410,0.216056,1.054,0.139893,0.00998796,0.0109971,0.0462287,0.978316
13,11,1.5,-256410,0.331841,0.967756,0.141548,0.00810597,0.00923011,0.0244273,0.986927
14,11,2,-256410,0.435851,0.878186,0.142685,0.00691075,0.00785519,0.0158557,0.990793
15,11,3,-256410,0.617345,0.74383,0.144084,0.00554474,0.00628474,0.00898158,0.994241
16,12,1,-256410,0.0580433,0.553724,0.133691,0.00654219,0.00692773,0.112712,0.970757
17,12,1.5,-256410,0.128299,0.656386,0.136693,0.00606432,0.00690387,0.0472672,0.984812
18,12,2,-256410,0.203702,0.673174,0.138682,0.00560743,0.00638249,0.0275277,0.989829
19,12,3,-256410,0.352176,0.639898,0.14112,0.00485518,0.00551645,0.0137862,0.993942
0,8,1,256410,2.05629,0.412252,0.162427,0.00306879,0.00273764,0.00149239,0.98617
1,8,1.5,256410,2.10839,0.466047,0.158853,0.00357996,0.00319561,0.00169796,0.989931
2,8,2,256410,2.1619,0.473691,0.156554,0.00365202,0.00326015,0.00168927,0.99224
3,8,3,256410,2.26692,0.455707,0.153904,0.00348227,0.00310812,0.00153613,0.994747
4,9,1,256410,1.21607,0.909136,0.154678,0.00761567,0.00680563,0.00626252,0.983482
5,9,1.5,256410,1.31708,0.833947,0.152782,0.00694412,0.0062052,0.00527237,0.988439
6,9,2,256410,1.40697,0.7578,0.151696,0.00626021,0.00559367,0.00444941,0.991242
7,9,3,256410,1.56406,0.645607,0.150509,0.00524328,0.00468418,0.00335236,0.994182
8,10,1,256410,0.584842,1.24739,0.14673,0.0113856,0.0101281,0.0194679,0.980498
9,10,1.5,256410,0.716429,1.05649,0.146826,0.00927523,0.00826734,0.0129465,0.987019
10,10,2,256410,0.827685,0.921681,0.146968,0.00780524,0.0069705,0.00943021,0.990536
11,10,3,256410,1.01428,0.752216,0.147184,0.00620988,0.00554867,0.00612248,0.993845
12,11,1,256410,0.216056,1.054,0.139893,0.0109563,0.0100453,0.0507107,0.976202
13,11,1.5,256410,0.331841,0.967756,0.141548,0.00917824,0.0081531,0.0276586,0.985194
14,11,2,256410,0.435851,0.878186,0.142685,0.00781122,0.00695061,0.0179217,0.989592
15,11,3,256410,0.617345,0.74383,0.144084,0.00625115,0.00557874,0.0101259,0.993507
16,12,1,256410,0.0580433,0.553724,0.133691,0.00691031,0.00655855,0.119054,0.96906
17,12,1.5,256410,0.128299,0.656386,0.136693,0.00686438,0.00609893,0.0535032,0.982787
18,12,2,256410,0.203702,0.673174,0.138682,0.00634679,0.00563995,0.0311573,0.988481
19,12,3,256410,0.352176,0.639898,0.14112,0.00548585,0.00488354,0.015577,0.993154
0,8,1,769231,2.05629,0.412252,0.162427,0.0034834,0.00241571,0.00169402,0.984272
1,8,1.5,769231,2.10839,0.466047,0.158853,0.0040631,0.00282312,0.0019271,0.988562
2,8,2,769231,2.1619,0.473691,0.156554,0.00414485,0.0028805,0.00191723,0.991188
3,8,3,769231,2.26692,0.455707,0.153904,0.00395227,0.00274532,0.00174346,0.994037
4,9,1,769231,1.21607,0.909136,0.154678,0.00864671,0.00602797,0.00711037,0.981235
5,9,1.5,769231,1.31708,0.833947,0.152782,0.00788375,0.00549533,0.00598579,0.986871
6,9,2,769231,1.40697,0.7578,0.151696,0.00710676,0.00495274,0.0050511,0.990057
7,9,3,769231,1.56406,0.645607,0.150509,0.00595156,0.00414553,0.00380521,0.993395
8,10,1,769231,0.584842,1.24739,0.14673,0.0125918,0.00898917,0.0215303,0.978432
9,10,1.5,769231,0.716429,1.05649,0.146826,0.0104726,0.0073335,0.0146178,0.985344
10,10,2,769231,0.827685,0.921681,0.146968,0.00886344,0.00617637,0.0107087,0.989253
11,10,3,769231,1.01428,0.752216,0.147184,0.00704959,0.00491281,0.00695037,0.993012
12,11,1,769231,0.216056,1.054,0.139893,0.0119158,0.00889016,0.0551516,0.974104
13,11,1.5,769231,0.331841,0.967756,0.141548,0.0101277,0.0072221,0.0305197,0.983659
14,11,2,769231,0.435851,0.878186,0.142685,0.00887965,0.00616872,0.0203731,0.988167
15,11,3,769231,0.617345,0.74383,0.144084,0.00709819,0.00494281,0.0114979,0.992627
16,12,1,769231,0.0580433,0.553724,0.133691,0.00731693,0.00582529,0.12606,0.967179
17,12,1.5,769231,0.128299,0.656386,0.136693,0.00753749,0.00540006,0.0587495,0.98108
18,12,2,769231,0.203702,0.673174,0.138682,0.0072004,0.00499221,0.0353478,0.986923
19,12,3,769231,0.352176,0.639898,0.14112,0.00623165,0.00433078,0.0176947,0.992221
0,8,1,1.28205e+06,2.05629,0.412252,0.162427,0.00395672,0.00209496,0.00192421,0.982098
1,8,1.5,1.28205e+06,2.10839,0.466047,0.158853,0.00461772,0.00245299,0.00219016,0.986987
2,8,2,1.28205e+06,2.1619,0.473691,0.156554,0.004711,0.00250339,0.0021791,0.989979
3,8,3,1.28205e+06,2.26692,0.455707,0.153904,0.00449131,0.00238465,0.00198124,0.993221
4,9,1,1.28205e+06,1.21607,0.909136,0.154678,0.00959178,0.00526156,0.00788751,0.979174
5,9,1.5,1.28205e+06,1.31708,0.833947,0.152782,0.00883316,0.0047953,0.00670665,0.985287
6,9,2,1.28205e+06,1.40697,0.7578,0.151696,0.00807837,0.00432019,0.00574166,0.988696
7,9,3,1.28205e+06,1.56406,0.645607,0.150509,0.00677355,0.00361303,0.00433076,0.992483
8,10,1,1.28205e+06,0.584842,1.24739,0.14673,0.0137594,0.00791495,0.0235268,0.976432
9,10,1.5,1.28205e+06,0.716429,1.05649,0.146826,0.0113804,0.00643398,0.015885,0.984073
10,10,2,1.28205e+06,0.827685,0.921681,0.146968,0.00977631,0.00539818,0.0118116,0.988147
11,10,3,1.28205e+06,1.01428,0.752216,0.147184,0.00802363,0.00428522,0.0079107,0.992047
12,11,1,1.28205e+06,0.216056,1.054,0.139893,0.0130075,0.00785295,0.0602045,0.971716
13,11,1.5,1.28205e+06,0.331841,0.967756,0.141548,0.0109632,0.00637679,0.0330375,0.982307
14,11,2,1.28205e+06,0.435851,0.878186,0.142685,0.00961269,0.00542499,0.022055,0.987189
15,11,3,1.28205e+06,0.617345,0.74383,0.144084,0.00801825,0.00432171,0.0129883,0.991671
16,12,1,1.28205e+06,0.0580433,0.553724,0.133691,0.00776558,0.00513671,0.133789,0.965095
17,12,1.5,1.28205e+06,0.128299,0.656386,0.136693,0.00804107,0.00476822,0.0626746,0.9798
18,12,2,1.28205e+06,0.203702,0.673174,0.138682,0.00778544,0.0044066,0.0382198,0.985853
19,12,3,1.28205e+06,0.352176,0.639898,0.14112,0.00707417,0.00380115,0.020087,0.991166
0,8,1,1.79487e+06,2.05629,0.412252,0.162427,0.00446255,0.00179292,0.0021702,0.979763
1,8,1.5,1.79487e+06,2.10839,0.466047,0.158853,0.00521475,0.00210527,0.00247333,0.985288
2,8,2,1.79487e+06,2.1619,0.473691,0.156554,0.00532096,0.0021492,0.00246125,0.988674
3,8,3,1.79487e+06,2.26692,0.455707,0.153904,0.00507083,0.00204568,0.00223688,0.992344
4,9,1,1.79487e+06,1.21607,0.909136,0.154678,0.0103298,0.00442542,0.00849444,0.977563
5,9,1.5,1.79487e+06,1.31708,0.833947,0.152782,0.00947719,0.00407459,0.00719563,0.984211
6,9,2,1.79487e+06,1.40697,0.7578,0.151696,0.00862998,0.00372294,0.00613372,0.987923
7,9,3,1.79487e+06,1.56406,0.645607,0.150509,0.00741978,0.00311496,0.00474393,0.991765
8,10,1,1.79487e+06,0.584842,1.24739,0.14673,0.0150504,0.00672609,0.0257341,0.974221
9,10,1.5,1.79487e+06,0.716429,1.05649,0.146826,0.012349,0.00544436,0.0172369,0.982718
10,10,2,1.79487e+06,0.827685,0.921681,0.146968,0.010538,0.00455799,0.0127319,0.987223
11,10,3,1.79487e+06,1.01428,0.752216,0.147184,0.00856859,0.00369728,0.00844799,0.991507
12,11,1,1.79487e+06,0.216056,1.054,0.139893,0.0142749,0.00691489,0.0660703,0.968939
13,11,1.5,1.79487e+06,0.331841,0.967756,0.141548,0.0119018,0.00557746,0.0358661,0.980788
14,11,2,1.79487e+06,0.435851,0.878186,0.142685,0.0103571,0.00471242,0.0237629,0.986195
15,11,3,1.79487e+06,0.617345,0.74383,0.144084,0.00856259,0.00373689,0.01387,0.991105
16,12,1,1.79487e+06,0.0580433,0.553724,0.133691,0.0082674,0.00453757,0.142435,0.962754
17,12,1.5,1.79487e+06,0.128299,0.656386,0.136693,0.0086028,0.00419512,0.0670529,0.97837
18,12,2,1.79487e+06,0.203702,0.673174,0.138682,0.00831061,0.00385746,0.0407979,0.984893
19,12,3,1.79487e+06,0.352176,0.639898,0.14112,0.00755665,0.00329389,0.021457,0.990562
0,8,1,2.30769e+06,2.05629,0.412252,0.162427,0.00507537,0.00152898,0.00246822,0.97692
1,8,1.5,2.30769e+06,2.10839,0.466047,0.158853,0.00587759,0.00180198,0.00278771,0.983397
2,8,2,2.30769e+06,2.1619,0.473691,0.156554,0.00595792,0.00184034,0.00275588,0.987309
3,8,3,2.30769e+06,2.26692,0.455707,0.153904,0.00576984,0.00174993,0.00254524,0.991286
4,9,1,2.30769e+06,1.21607,0.909136,0.154678,0.0111735,0.00360595,0.00918815,0.97572
5,9,1.5,2.30769e+06,1.31708,0.833947,0.152782,0.0102092,0.00331154,0.00775142,0.982988
6,9,2,2.30769e+06,1.40697,0.7578,0.151696,0.00925309,0.00301844,0.00657659,0.987049
7,9,3,2.30769e+06,1.56406,0.645607,0.150509,0.00789147,0.0025953,0.00504551,0.991241
8,10,1,2.30769e+06,0.584842,1.24739,0.14673,0.0165317,0.00556746,0.028267,0.971684
9,10,1.5,2.30769e+06,0.716429,1.05649,0.146826,0.0134892,0.00447084,0.0188283,0.981122
10,10,2,2.30769e+06,0.827685,0.921681,0.146968,0.0114136,0.00371865,0.0137897,0.986162
11,10,3,2.30769e+06,1.01428,0.752216,0.147184,0.0091839,0.00299715,0.00905464,0.990897
12,11,1,2.30769e+06,0.216056,1.054,0.139893,0.0154016,0.00606412,0.0712853,0.966467
13,11,1.5,2.30769e+06,0.331841,0.967756,0.141548,0.0130152,0.00467257,0.0392212,0.978985
14,11,2,2.30769e+06,0.435851,0.878186,0.142685,0.0112317,0.00386716,0.0257695,0.985027
15,11,3,2.30769e+06,0.617345,0.74383,0.144084,0.00918199,0.00306485,0.0148733,0.990461
16,12,1,2.30769e+06,0.0580433,0.553724,0.133691,0.0088412,0.00400841,0.152321,0.960062
17,12,1.5,2.30769e+06,0.128299,0.656386,0.136693,0.00921741,0.00367587,0.0718434,0.976802
18,12,2,2.30769e+06,0.203702,0.673174,0.138682,0.00891392,0.00334729,0.0437597,0.983788
19,12,3,2.30769e+06,0.352176,0.639898,0.14112,0.00805511,0.00283306,0.0228724,0.989938
0,8,1,2.82051e+06,2.05629,0.412252,0.162427,0.00556223,0.00127229,0.00270499,0.97465
1,8,1.5,2.82051e+06,2.10839,0.466047,0.158853,0.0061755,0.00149174,0.002929,0.982545
2,8,2,2.82051e+06,2.1619,0.473691,0.156554,0.00626558,0.00151452,0.00289819,0.986649
3,8,3,2.82051e+06,2.26692,0.455707,0.153904,0.00605477,0.00146064,0.00267093,0.990854
4,9,1,2.82051e+06,1.21607,0.909136,0.154678,0.0121994,0.00282669,0.0100318,0.973476
5,9,1.5,2.82051e+06,1.31708,0.833947,0.152782,0.0110926,0.00258675,0.00842213,0.981512
6,9,2,2.82051e+06,1.40697,0.7578,0.151696,0.00999873,0.0023501,0.00710655,0.986004
7,9,3,2.82051e+06,1.56406,0.645607,0.150509,0.0084483,0.00201377,0.00540153,0.990623
8,10,1,2.82051e+06,0.584842,1.24739,0.14673,0.0177152,0.00452189,0.0302906,0.969657
9,10,1.5,2.82051e+06,0.716429,1.05649,0.146826,0.0148865,0.00357506,0.0207787,0.979167
10,10,2,2.82051e+06,0.827685,0.921681,0.146968,0.0124776,0.00292757,0.0150752,0.984872
11,10,3,2.82051e+06,1.01428,0.752216,0.147184,0.00991973,0.00233302,0.00978011,0.990168
12,11,1,2.82051e+06,0.216056,1.054,0.139893,0.0163576,0.00504535,0.0757101,0.964367
13,11,1.5,2.82051e+06,0.331841,0.967756,0.141548,0.0143376,0.0037858,0.0432062,0.976842
14,11,2,2.82051e+06,0.435851,0.878186,0.142685,0.0122788,0.00309216,0.028172,0.983629
15,11,3,2.82051e+06,0.617345,0.74383,0.144084,0.0099184,0.00240233,0.0160662,0.989696
16,12,1,2.82051e+06,0.0580433,0.553724,0.133691,0.00951349,0.00352944,0.163903,0.956889
