option_idx,K,T,Vpi,price,vega,iv_initial,delta_bid,delta_ask,delta_bid_over_price,iv_bid_over_iv0
17,12,1.5,2.82051e+06,0.128299,0.656386,0.136693,0.00993074,0.0031898,0.0774033,0.974979
18,12,2,2.82051e+06,0.203702,0.673174,0.138682,0.00960284,0.00278161,0.0471417,0.982526
19,12,3,2.82051e+06,0.352176,0.639898,0.14112,0.00863413,0.00224306,0.0245165,0.989213
0,8,1,3.33333e+06,2.05629,0.412252,0.162427,0.00581733,0.000957341,0.00282904,0.973456
1,8,1.5,3.33333e+06,2.10839,0.466047,0.158853,0.00650501,0.00107022,0.00308529,0.981602
2,8,2,3.33333e+06,2.1619,0.473691,0.156554,0.00660636,0.00108568,0.00305582,0.985918
3,8,3,3.33333e+06,2.26692,0.455707,0.153904,0.0063693,0.00104915,0.00280968,0.990378
4,9,1,3.33333e+06,1.21607,0.909136,0.154678,0.0134215,0.00204993,0.0110368,0.9708
5,9,1.5,3.33333e+06,1.31708,0.833947,0.152782,0.0121331,0.00186491,0.00921212,0.979772
6,9,2,3.33333e+06,1.40697,0.7578,0.151696,0.0108666,0.00168513,0.00772337,0.984787
7,9,3,3.33333e+06,1.56406,0.645607,0.150509,0.00908445,0.00143607,0.00580826,0.989916
8,10,1,3.33333e+06,0.584842,1.24739,0.14673,0.0190658,0.00350376,0.0326,0.967344
9,10,1.5,3.33333e+06,0.716429,1.05649,0.146826,0.0158662,0.00269311,0.0221463,0.977796
10,10,2,3.33333e+06,0.827685,0.921681,0.146968,0.013749,0.00214173,0.0166114,0.98333
11,10,3,3.33333e+06,1.01428,0.752216,0.147184,0.0107754,0.00167228,0.0106237,0.989319
12,11,1,3.33333e+06,0.216056,1.054,0.139893,0.0174379,0.00407909,0.08071,0.961991
13,11,1.5,3.33333e+06,0.331841,0.967756,0.141548,0.015131,0.00295563,0.0455973,0.975555
14,11,2,3.33333e+06,0.435851,0.878186,0.142685,0.0135316,0.00233718,0.0310464,0.981955
15,11,3,3.33333e+06,0.617345,0.74383,0.144084,0.0107747,0.00174775,0.0174534,0.988806
16,12,1,3.33333e+06,0.0580433,0.553724,0.133691,0.0103298,0.00308555,0.177967,0.953008
17,12,1.5,3.33333e+06,0.128299,0.656386,0.136693,0.0107565,0.00262468,0.0838395,0.972863
18,12,2,3.33333e+06,0.203702,0.673174,0.138682,0.0103562,0.00216264,0.05084,0.981143
19,12,3,3.33333e+06,0.352176,0.639898,0.14112,0.00929621,0.00166881,0.0263965,0.988383
0,8,1,3.84615e+06,2.05629,0.412252,0.162427,0.00609496,0.000607712,0.00296406,0.972154
1,8,1.5,3.84615e+06,2.10839,0.466047,0.158853,0.00686818,0.000669535,0.00325754,0.980561
2,8,2,3.84615e+06,2.1619,0.473691,0.156554,0.00698263,0.000678054,0.00322986,0.985109
3,8,3,3.84615e+06,2.26692,0.455707,0.153904,0.00671514,0.000657972,0.00296223,0.989853
4,9,1,3.84615e+06,1.21607,0.909136,0.154678,0.0143879,0.00130883,0.0118314,0.968682
5,9,1.5,3.84615e+06,1.31708,0.833947,0.152782,0.013347,0.00117663,0.0101338,0.977741
6,9,2,3.84615e+06,1.40697,0.7578,0.151696,0.0118903,0.00105154,0.00845099,0.983351
7,9,3,3.84615e+06,1.56406,0.645607,0.150509,0.00981574,0.000886269,0.00627582,0.989104
8,10,1,3.84615e+06,0.584842,1.24739,0.14673,0.0204759,0.00238957,0.0350111,0.964929
9,10,1.5,3.84615e+06,0.716429,1.05649,0.146826,0.0168636,0.00180936,0.0235384,0.9764
10,10,2,3.84615e+06,0.827685,0.921681,0.146968,0.014618,0.00138937,0.0176613,0.982277
11,10,3,3.84615e+06,1.01428,0.752216,0.147184,0.0117835,0.00104275,0.0116176,0.98832
12,11,1,3.84615e+06,0.216056,1.054,0.139893,0.0186831,0.00317588,0.0864734,0.959249
13,11,1.5,3.84615e+06,0.331841,0.967756,0.141548,0.0160111,0.00215149,0.0482495,0.974128
14,11,2,3.84615e+06,0.435851,0.878186,0.142685,0.0142392,0.0016017,0.0326698,0.98101
15,11,3,3.84615e+06,0.617345,0.74383,0.144084,0.0117493,0.00112023,0.0190321,0.987792
16,12,1,3.84615e+06,0.0580433,0.553724,0.133691,0.0113054,0.00267138,0.194775,0.948326
17,12,1.5,3.84615e+06,0.128299,0.656386,0.136693,0.0117475,0.00201583,0.0915639,0.970316
18,12,2,3.84615e+06,0.203702,0.673174,0.138682,0.0112394,0.00157096,0.0551758,0.97952
19,12,3,3.84615e+06,0.352176,0.639898,0.14112,0.00998324,0.00111222,0.0283473,0.987521
0,8,1,4.35897e+06,2.05629,0.412252,0.162427,0.00632863,0.000276671,0.00307769,0.971055
1,8,1.5,4.35897e+06,2.10839,0.466047,0.158853,0.00717805,0.00029032,0.00340451,0.979672
2,8,2,4.35897e+06,2.1619,0.473691,0.156554,0.00730431,0.000292271,0.00337866,0.984418
3,8,3,4.35897e+06,2.26692,0.455707,0.153904,0.00700943,0.000287744,0.00309205,0.989407
4,9,1,4.35897e+06,1.21607,0.909136,0.154678,0.0150358,0.000570636,0.0123643,0.96726
5,9,1.5,4.35897e+06,1.31708,0.833947,0.152782,0.0138813,0.000522194,0.0105395,0.976847
6,9,2,4.35897e+06,1.40697,0.7578,0.151696,0.0127916,0.000450808,0.00909156,0.982086
7,9,3,4.35897e+06,1.56406,0.645607,0.150509,0.0104706,0.000365424,0.00669452,0.988376
8,10,1,4.35897e+06,0.584842,1.24739,0.14673,0.0217306,0.0013317,0.0371564,0.962781
9,10,1.5,4.35897e+06,0.716429,1.05649,0.146826,0.0178927,0.000914415,0.0249749,0.97496
10,10,2,4.35897e+06,0.827685,0.921681,0.146968,0.0153077,0.000637073,0.0184945,0.981441
11,10,3,4.35897e+06,1.01428,0.752216,0.147184,0.012714,0.000445903,0.012535,0.987398
12,11,1,4.35897e+06,0.216056,1.054,0.139893,0.0199606,0.00232155,0.0923866,0.956432
13,11,1.5,4.35897e+06,0.331841,0.967756,0.141548,0.0169936,0.00136515,0.0512102,0.972533
14,11,2,4.35897e+06,0.435851,0.878186,0.142685,0.0149629,0.000901948,0.0343303,0.980042
15,11,3,4.35897e+06,0.617345,0.74383,0.144084,0.0126841,0.000524838,0.0205461,0.98682
16,12,1,4.35897e+06,0.0580433,0.553724,0.133691,0.0116715,0.00228254,0.201082,0.946557
17,12,1.5,4.35897e+06,0.128299,0.656386,0.136693,0.0123586,0.00144525,0.0963269,0.968741
18,12,2,4.35897e+06,0.203702,0.673174,0.138682,0.0121993,0.00100114,0.0598883,0.977754
19,12,3,4.35897e+06,0.352176,0.639898,0.14112,0.0107597,0.00058383,0.030552,0.986547
0,8,1,4.87179e+06,2.05629,0.412252,0.162427,0.00665948,3.05028e-05,0.00323859,0.969495
1,8,1.5,4.87179e+06,2.10839,0.466047,0.158853,0.00762442,8.38744e-06,0.00361622,0.978389
2,8,2,4.87179e+06,2.1619,0.473691,0.156554,0.00776887,5.45359e-06,0.00359355,0.983418
3,8,3,4.87179e+06,2.26692,0.455707,0.153904,0.00743191,1.24917e-05,0.00327842,0.988766
4,9,1,4.87179e+06,1.21607,0.909136,0.154678,0.015979,9.24136e-06,0.0131399,0.965188
5,9,1.5,4.87179e+06,1.31708,0.833947,0.152782,0.0146491,1.21632e-05,0.0111224,0.975561
6,9,2,4.87179e+06,1.40697,0.7578,0.151696,0.0134038,3.09623e-06,0.0095267,0.981227
7,9,3,4.87179e+06,1.56406,0.645607,0.150509,0.0114785,-2.20844e-05,0.00733894,0.987256
8,10,1,4.87179e+06,0.584842,1.24739,0.14673,0.0229505,0.000432921,0.0392423,0.960691
9,10,1.5,4.87179e+06,0.716429,1.05649,0.146826,0.0192933,0.000193738,0.0269299,0.973
10,10,2,4.87179e+06,0.827685,0.921681,0.146968,0.0162881,5.25254e-05,0.019679,0.980252
11,10,3,4.87179e+06,1.01428,0.752216,0.147184,0.0133167,1.63537e-06,0.0131292,0.986801
12,11,1,4.87179e+06,0.216056,1.054,0.139893,0.0208937,0.00147744,0.0967052,0.954372
13,11,1.5,4.87179e+06,0.331841,0.967756,0.141548,0.0182299,0.000622549,0.0549359,0.970526
14,11,2,4.87179e+06,0.435851,0.878186,0.142685,0.0158607,0.000274488,0.0363902,0.978842
15,11,3,4.87179e+06,0.617345,0.74383,0.144084,0.0132734,6.33344e-05,0.0215007,0.986207
16,12,1,4.87179e+06,0.0580433,0.553724,0.133691,0.0120842,0.00180434,0.208193,0.944555
17,12,1.5,4.87179e+06,0.128299,0.656386,0.136693,0.0128649,0.00092211,0.100273,0.967434
18,12,2,4.87179e+06,0.203702,0.673174,0.138682,0.0126991,0.00049413,0.0623418,0.976833
19,12,3,4.87179e+06,0.352176,0.639898,0.14112,0.0118105,0.000143397,0.0335358,0.985228
0,8,1,5.38462e+06,2.05629,0.412252,0.162427,0.00700443,-0.00027653,0.00340634,0.967863
1,8,1.5,5.38462e+06,2.10839,0.466047,0.158853,0.00810097,-0.000343231,0.00384225,0.977017
2,8,2,5.38462e+06,2.1619,0.473691,0.156554,0.00826662,-0.000352261,0.00382378,0.982346
3,8,3,5.38462e+06,2.26692,0.455707,0.153904,0.00788082,-0.000330792,0.00347645,0.988085
4,9,1,5.38462e+06,1.21607,0.909136,0.154678,0.0170008,-0.000690471,0.0139801,0.962942
5,9,1.5,5.38462e+06,1.31708,0.833947,0.152782,0.0154659,-0.000623717,0.0117426,0.974193
6,9,2,5.38462e+06,1.40697,0.7578,0.151696,0.014044,-0.00056379,0.00998173,0.980328
7,9,3,5.38462e+06,1.56406,0.645607,0.150509,0.0121954,-0.000505668,0.0077973,0.986459
8,10,1,5.38462e+06,0.584842,1.24739,0.14673,0.0243384,-0.000432848,0.0416153,0.958315
9,10,1.5,5.38462e+06,0.716429,1.05649,0.146826,0.0203714,-0.000573199,0.0284346,0.971492
10,10,2,5.38462e+06,0.827685,0.921681,0.146968,0.0173644,-0.000646623,0.0209794,0.978947
11,10,3,5.38462e+06,1.01428,0.752216,0.147184,0.0139451,-0.000559988,0.0137488,0.986178
12,11,1,5.38462e+06,0.216056,1.054,0.139893,0.0219723,0.000643486,0.101698,0.951988
13,11,1.5,5.38462e+06,0.331841,0.967756,0.141548,0.019408,-8.84809e-05,0.0584859,0.968612
14,11,2,5.38462e+06,0.435851,0.878186,0.142685,0.0168883,-0.000334776,0.0387479,0.977468
15,11,3,5.38462e+06,0.617345,0.74383,0.144084,0.0138986,-0.000473299,0.0225136,0.985557
16,12,1,5.38462e+06,0.0580433,0.553724,0.133691,0.0122447,0.00132012,0.210958,0.943773
17,12,1.5,5.38462e+06,0.128299,0.656386,0.136693,0.0134438,0.000416973,0.104785,0.965936
18,12,2,5.38462e+06,0.203702,0.673174,0.138682,0.0132451,8.13633e-06,0.0650219,0.975826
19,12,3,5.38462e+06,0.352176,0.639898,0.14112,0.0123129,-0.000295305,0.0349622,0.984597
0,8,1,5.89744e+06,2.05629,0.412252,0.162427,0.00741032,-0.000553813,0.00360374,0.965935
1,8,1.5,5.89744e+06,2.10839,0.466047,0.158853,0.00867954,-0.000660804,0.00411666,0.975348
2,8,2,5.89744e+06,2.1619,0.473691,0.156554,0.00887389,-0.000675349,0.00410468,0.981036
3,8,3,5.89744e+06,2.26692,0.455707,0.153904,0.00842233,-0.000640827,0.00371532,0.987262
4,9,1,5.89744e+06,1.21607,0.909136,0.154678,0.0182659,-0.00132215,0.0150204,0.960157
5,9,1.5,5.89744e+06,1.31708,0.833947,0.152782,0.0164522,-0.00119789,0.0124915,0.972539
6,9,2,5.89744e+06,1.40697,0.7578,0.151696,0.0148,-0.00107595,0.010519,0.979266
7,9,3,5.89744e+06,1.56406,0.645607,0.150509,0.0126885,-0.000928654,0.00811257,0.985911
8,10,1,5.89744e+06,0.584842,1.24739,0.14673,0.025993,-0.00133438,0.0444445,0.955481
9,10,1.5,5.89744e+06,0.716429,1.05649,0.146826,0.0213673,-0.00132954,0.0298247,0.970098
10,10,2,5.89744e+06,0.827685,0.921681,0.146968,0.0186999,-0.00129275,0.0225931,0.977328
11,10,3,5.89744e+06,1.01428,0.752216,0.147184,0.0146859,-0.00106743,0.0144792,0.985444
12,11,1,5.89744e+06,0.216056,1.054,0.139893,0.0232643,-0.000144221,0.107677,0.949128
13,11,1.5,5.89744e+06,0.331841,0.967756,0.141548,0.0202433,-0.00076576,0.0610032,0.967254
14,11,2,5.89744e+06,0.435851,0.878186,0.142685,0.0181272,-0.00097439,0.0415902,0.97581
15,11,3,5.89744e+06,0.617345,0.74383,0.144084,0.0146289,-0.000981188,0.0236965,0.984797
16,12,1,5.89744e+06,0.0580433,0.553724,0.133691,0.0117578,0.000865496,0.202569,0.946139
17,12,1.5,5.89744e+06,0.128299,0.656386,0.136693,0.014117,-6.1228e-05,0.110032,0.964191
18,12,2,5.89744e+06,0.203702,0.673174,0.138682,0.0138675,-0.000450003,0.0680777,0.974677
19,12,3,5.89744e+06,0.352176,0.639898,0.14112,0.0128116,-0.00074692,0.0363784,0.98397
0,8,1,6.41026e+06,2.05629,0.412252,0.162427,0.00786683,-0.000834374,0.00382574,0.963758
1,8,1.5,6.41026e+06,2.10839,0.466047,0.158853,0.00935921,-0.000982201,0.00443902,0.973381
2,8,2,6.41026e+06,2.1619,0.473691,0.156554,0.00959239,-0.00100234,0.00443703,0.979484
3,8,3,6.41026e+06,2.26692,0.455707,0.153904,0.00905263,-0.000954582,0.00399337,0.986304
4,9,1,6.41026e+06,1.21607,0.909136,0.154678,0.0191984,-0.0019613,0.0157873,0.958101
5,9,1.5,6.41026e+06,1.31708,0.833947,0.152782,0.0176017,-0.00177891,0.0133642,0.970611
6,9,2,6.41026e+06,1.40697,0.7578,0.151696,0.015654,-0.00159438,0.011126,0.978067
7,9,3,6.41026e+06,1.56406,0.645607,0.150509,0.013225,-0.00134689,0.00845561,0.985315
8,10,1,6.41026e+06,0.584842,1.24739,0.14673,0.0271009,-0.00220396,0.0463389,0.953584
9,10,1.5,6.41026e+06,0.716429,1.05649,0.146826,0.022486,-0.00203679,0.0313862,0.968533
10,10,2,6.41026e+06,0.827685,0.921681,0.146968,0.0194866,-0.00194058,0.0235435,0.976375
11,10,3,6.41026e+06,1.01428,0.752216,0.147184,0.0155211,-0.00158111,0.0153026,0.984616
12,11,1,6.41026e+06,0.216056,1.054,0.139893,0.0247449,-0.000898051,0.11453,0.945845
13,11,1.5,6.41026e+06,0.331841,0.967756,0.141548,0.0212314,-0.00146267,0.0639807,0.965647
14,11,2,6.41026e+06,0.435851,0.878186,0.142685,0.0189877,-0.00158612,0.0435647,0.974659
15,11,3,6.41026e+06,0.617345,0.74383,0.144084,0.0154529,-0.00148663,0.0250312,0.98394
16,12,1,6.41026e+06,0.0580433,0.553724,0.133691,0.0112876,0.000434331,0.194469,0.948412
17,12,1.5,6.41026e+06,0.128299,0.656386,0.136693,0.0149116,-0.000519282,0.116226,0.962126
18,12,2,6.41026e+06,0.203702,0.673174,0.138682,0.0146099,-0.000901988,0.0717222,0.973305
19,12,3,6.41026e+06,0.352176,0.639898,0.14112,0.0133578,-0.00115715,0.0379294,0.983284
0,8,1,6.92308e+06,2.05629,0.412252,0.162427,0.00839628,-0.00110163,0.00408322,0.96122
1,8,1.5,6.92308e+06,2.10839,0.466047,0.158853,0.0101986,-0.00128846,0.00483713,0.970946
2,8,2,6.92308e+06,2.1619,0.473691,0.156554,0.0104895,-0.00131394,0.00485198,0.977543
3,8,3,6.92308e+06,2.26692,0.455707,0.153904,0.00982028,-0.00125354,0.004332,0.985137
4,9,1,6.92308e+06,1.21607,0.909136,0.154678,0.0199753,-0.00252716,0.0164261,0.956387
5,9,1.5,6.92308e+06,1.31708,0.833947,0.152782,0.0185207,-0.00233255,0.014062,0.969069
6,9,2,6.92308e+06,1.40697,0.7578,0.151696,0.0166499,-0.00208846,0.0118338,0.976668
7,9,3,6.92308e+06,1.56406,0.645607,0.150509,0.0138207,-0.00174584,0.00883646,0.984653
8,10,1,6.92308e+06,0.584842,1.24739,0.14673,0.0284607,-0.00305514,0.0486639,0.951255
9,10,1.5,6.92308e+06,0.716429,1.05649,0.146826,0.0238622,-0.00272368,0.0333071,0.966607
10,10,2,6.92308e+06,0.827685,0.921681,0.146968,0.0203159,-0.00251393,0.0245454,0.975369
11,10,3,6.92308e+06,1.01428,0.752216,0.147184,0.0164923,-0.00207067,0.0162602,0.983654
12,11,1,6.92308e+06,0.216056,1.054,0.139893,0.0257011,-0.00161258,0.118956,0.943721
13,11,1.5,6.92308e+06,0.331841,0.967756,0.141548,0.0224256,-0.00210504,0.0675794,0.963703
14,11,2,6.92308e+06,0.435851,0.878186,0.142685,0.019801,-0.00218646,0.0454306,0.97357
15,11,3,6.92308e+06,0.617345,0.74383,0.144084,0.0164418,-0.0019727,0.026633,0.982911
16,12,1,6.92308e+06,0.0580433,0.553724,0.133691,0.00996189,2.1287e-05,0.171629,0.954761
17,12,1.5,6.92308e+06,0.128299,0.656386,0.136693,0.015875,-0.00094264,0.123735,0.959615
18,12,2,6.92308e+06,0.203702,0.673174,0.138682,0.015512,-0.00133925,0.0761506,0.971635
19,12,3,6.92308e+06,0.352176,0.639898,0.14112,0.0140234,-0.00155899,0.0398193,0.982447
0,8,1,7.4359e+06,2.05629,0.412252,0.162427,0.00917663,-0.00135965,0.00446271,0.957455
1,8,1.5,7.4359e+06,2.10839,0.466047,0.158853,0.0108513,-0.00158428,0.00514671,0.969046
2,8,2,7.4359e+06,2.1619,0.473691,0.156554,0.0109771,-0.00161493,0.00507752,0.976486
3,8,3,7.4359e+06,2.26692,0.455707,0.153904,0.0106857,-0.00154228,0.00471375,0.983819
4,9,1,7.4359e+06,1.21607,0.909136,0.154678,0.0210316,-0.0030552,0.0172947,0.954054
5,9,1.5,7.4359e+06,1.31708,0.833947,0.152782,0.0193255,-0.00282516,0.014673,0.967718
6,9,2,7.4359e+06,1.40697,0.7578,0.151696,0.0178261,-0.00256572,0.0126698,0.975014
7,9,3,7.4359e+06,1.56406,0.645607,0.150509,0.0146405,-0.00213135,0.0093606,0.983741
8,10,1,7.4359e+06,0.584842,1.24739,0.14673,0.0301471,-0.00381351,0.0515475,0.948367
9,10,1.5,7.4359e+06,0.716429,1.05649,0.146826,0.0251923,-0.00338473,0.0351638,0.964746
10,10,2,7.4359e+06,0.827685,0.921681,0.146968,0.0214288,-0.0030545,0.02589,0.97402
11,10,3,7.4359e+06,1.01428,0.752216,0.147184,0.0177246,-0.00254357,0.0174751,0.982432
12,11,1,7.4359e+06,0.216056,1.054,0.139893,0.0268152,-0.00230635,0.124112,0.941244
13,11,1.5,7.4359e+06,0.331841,0.967756,0.141548,0.0239238,-0.00270506,0.0720942,0.961263
14,11,2,7.4359e+06,0.435851,0.878186,0.142685,0.0207851,-0.00271115,0.0476884,0.972252
15,11,3,7.4359e+06,0.617345,0.74383,0.144084,0.0176586,-0.00244128,0.0286041,0.981645
16,12,1,7.4359e+06,0.0580433,0.553724,0.133691,0.00889789,-0.00037656,0.153297,0.959796
17,12,1.5,7.4359e+06,0.128299,0.656386,0.136693,0.0169912,-0.0013642,0.132435,0.956695
18,12,2,7.4359e+06,0.203702,0.673174,0.138682,0.0166563,-0.00176438,0.0817682,0.969513
19,12,3,7.4359e+06,0.352176,0.639898,0.14112,0.0148565,-0.00194513,0.042185,0.981398
0,8,1,7.94872e+06,2.05629,0.412252,0.162427,0.0101609,-0.00165998,0.00494139,0.952661
1,8,1.5,7.94872e+06,2.10839,0.466047,0.158853,0.0111604,-0.00187679,0.00529332,0.968144
2,8,2,7.94872e+06,2.1619,0.473691,0.156554,0.0113016,-0.00189813,0.00522764,0.975782
3,8,3,7.94872e+06,2.26692,0.455707,0.153904,0.0109749,-0.00184963,0.00484133,0.983379
4,9,1,7.94872e+06,1.21607,0.909136,0.154678,0.022201,-0.0036705,0.0182563,0.951468
5,9,1.5,7.94872e+06,1.31708,0.833947,0.152782,0.0201881,-0.00336115,0.015328,0.966269
6,9,2,7.94872e+06,1.40697,0.7578,0.151696,0.0184577,-0.00309062,0.0131187,0.974126
7,9,3,7.94872e+06,1.56406,0.645607,0.150509,0.0155645,-0.00258027,0.00995134,0.982714
8,10,1,7.94872e+06,0.584842,1.24739,0.14673,0.0315939,-0.00460871,0.0540212,0.94589
9,10,1.5,7.94872e+06,0.716429,1.05649,0.146826,0.0262264,-0.00411407,0.0366071,0.9633
10,10,2,7.94872e+06,0.827685,0.921681,0.146968,0.0226773,-0.0036757,0.0273984,0.972507
11,10,3,7.94872e+06,1.01428,0.752216,0.147184,0.0183417,-0.00307292,0.0180836,0.981821
12,11,1,7.94872e+06,0.216056,1.054,0.139893,0.0246708,-0.00300235,0.114187,0.946009
13,11,1.5,7.94872e+06,0.331841,0.967756,0.141548,0.0248061,-0.00332359,0.074753,0.959826
14,11,2,7.94872e+06,0.435851,0.878186,0.142685,0.0219047,-0.00325337,0.0502573,0.970753
15,11,3,7.94872e+06,0.617345,0.74383,0.144084,0.018264,-0.00297283,0.0295848,0.981015
16,12,1,7.94872e+06,0.0580433,0.553724,0.133691,0.0079949,-0.000767067,0.13774,0.964027
17,12,1.5,7.94872e+06,0.128299,0.656386,0.136693,0.0142315,-0.00178518,0.110925,0.963894
18,12,2,7.94872e+06,0.203702,0.673174,0.138682,0.0173864,-0.00220027,0.0853525,0.968157
19,12,3,7.94872e+06,0.352176,0.639898,0.14112,0.0158305,-0.00236099,0.0449505,0.980172
0,8,1,8.46154e+06,2.05629,0.412252,0.162427,0.0104932,-0.00193689,0.00510296,0.951032
1,8,1.5,8.46154e+06,2.10839,0.466047,0.158853,0.0114984,-0.00211694,0.00545362,0.967157
2,8,2,8.46154e+06,2.1619,0.473691,0.156554,0.0116577,-0.00214585,0.00539236,0.975008
3,8,3,8.46154e+06,2.26692,0.455707,0.153904,0.0112897,-0.00207955,0.0049802,0.982899
4,9,1,8.46154e+06,1.21607,0.909136,0.154678,0.0236234,-0.0042381,0.019426,0.948317
5,9,1.5,8.46154e+06,1.31708,0.833947,0.152782,0.0211915,-0.00385568,0.0160898,0.964583
6,9,2,8.46154e+06,1.40697,0.7578,0.151696,0.019168,-0.00350934,0.0136236,0.973127
7,9,3,8.46154e+06,1.56406,0.645607,0.150509,0.0167182,-0.0029942,0.010689,0.981431
8,10,1,8.46154e+06,0.584842,1.24739,0.14673,0.0328343,-0.00542917,0.0561422,0.943765
9,10,1.5,8.46154e+06,0.716429,1.05649,0.146826,0.0274,-0.00473965,0.0382452,0.961657
10,10,2,8.46154e+06,0.827685,0.921681,0.146968,0.0239386,-0.00425899,0.0289224,0.970978
11,10,3,8.46154e+06,1.01428,0.752216,0.147184,0.0190343,-0.00348603,0.0187664,0.981135
12,11,1,8.46154e+06,0.216056,1.054,0.139893,0.020526,-0.00369825,0.0950033,0.955184
13,11,1.5,8.46154e+06,0.331841,0.967756,0.141548,0.0257347,-0.00395118,0.0775514,0.958311
14,11,2,8.46154e+06,0.435851,0.878186,0.142685,0.0232297,-0.00381297,0.0532973,0.968977
15,11,3,8.46154e+06,0.617345,0.74383,0.144084,0.0189377,-0.00339147,0.0306761,0.980313
16,12,1,8.46154e+06,0.0580433,0.553724,0.133691,0.00720676,-0.00114799,0.124162,0.967689
17,12,1.5,8.46154e+06,0.128299,0.656386,0.136693,0.012356,-0.00220632,0.0963066,0.968748
18,12,2,8.46154e+06,0.203702,0.673174,0.138682,0.0172069,-0.00263953,0.084471,0.968491
19,12,3,8.46154e+06,0.352176,0.639898,0.14112,0.0168861,-0.0027844,0.0479478,0.978842
0,8,1,8.97436e+06,2.05629,0.412252,0.162427,0.0107307,-0.00213138,0.00521846,0.949864
1,8,1.5,8.97436e+06,2.10839,0.466047,0.158853,0.0118534,-0.00235407,0.00562198,0.966118
2,8,2,8.97436e+06,2.1619,0.473691,0.156554,0.0120333,-0.00239044,0.00556608,0.974192
3,8,3,8.97436e+06,2.26692,0.455707,0.153904,0.0116185,-0.00230662,0.00512525,0.982398
4,9,1,8.97436e+06,1.21607,0.909136,0.154678,0.0243529,-0.00479895,0.0200259,0.946699
5,9,1.5,8.97436e+06,1.31708,0.833947,0.152782,0.0223326,-0.0043442,0.0169562,0.962664
6,9,2,8.97436e+06,1.40697,0.7578,0.151696,0.0199402,-0.003923,0.0141724,0.972041
7,9,3,8.97436e+06,1.56406,0.645607,0.150509,0.0172485,-0.00340313,0.011028,0.980841
8,10,1,8.97436e+06,0.584842,1.24739,0.14673,0.0331493,-0.00616741,0.0566808,0.943226
9,10,1.5,8.97436e+06,0.716429,1.05649,0.146826,0.0287602,-0.00533912,0.0401438,0.959754
10,10,2,8.97436e+06,0.827685,0.921681,0.146968,0.0247095,-0.00481688,0.0298537,0.970043
11,10,3,8.97436e+06,1.01428,0.752216,0.147184,0.0197851,-0.00389417,0.0195067,0.98039
12,11,1,8.97436e+06,0.216056,1.054,0.139893,0.0163297,-0.00436091,0.0755812,0.964428
13,11,1.5,8.97436e+06,0.331841,0.967756,0.141548,0.0204636,-0.00458165,0.0616671,0.966895
14,11,2,8.97436e+06,0.435851,0.878186,0.142685,0.0240315,-0.00434719,0.0551369,0.967903
15,11,3,8.97436e+06,0.617345,0.74383,0.144084,0.0196785,-0.00379195,0.0318761,0.979542
16,12,1,8.97436e+06,0.0580433,0.553724,0.133691,0.00649541,-0.00148256,0.111906,0.970972
17,12,1.5,8.97436e+06,0.128299,0.656386,0.136693,0.00957188,-0.00262557,0.0746062,0.975897
18,12,2,8.97436e+06,0.203702,0.673174,0.138682,0.0129662,-0.00308542,0.0636527,0.97634
19,12,3,8.97436e+06,0.352176,0.639898,0.14112,0.0173425,-0.00319004,0.0492439,0.978266
0,8,1,9.48718e+06,2.05629,0.412252,0.162427,0.0110024,-0.00230639,0.0053506,0.948524
1,8,1.5,9.48718e+06,2.10839,0.466047,0.158853,0.0122722,-0.00257792,0.00582064,0.964891
2,8,2,9.48718e+06,2.1619,0.473691,0.156554,0.0124788,-0.00262133,0.00577217,0.973223
3,8,3,9.48718e+06,2.26692,0.455707,0.153904,0.0120039,-0.00252097,0.00529526,0.98181
4,9,1,9.48718e+06,1.21607,0.909136,0.154678,0.0252149,-0.00522596,0.0207347,0.944786
5,9,1.5,9.48718e+06,1.31708,0.833947,0.152782,0.0234046,-0.00480596,0.0177701,0.96086
6,9,2,9.48718e+06,1.40697,0.7578,0.151696,0.0208938,-0.00431383,0.0148502,0.970699
7,9,3,9.48718e+06,1.56406,0.645607,0.150509,0.0177616,-0.00370029,0.0113561,0.98027
8,10,1,9.48718e+06,0.584842,1.24739,0.14673,0.02145,-0.006824,0.0366765,0.963261
9,10,1.5,9.48718e+06,0.716429,1.05649,0.146826,0.0226064,-0.00591367,0.0315543,0.968365
10,10,2,9.48718e+06,0.827685,0.921681,0.146968,0.0242567,-0.00525707,0.0293067,0.970592
11,10,3,9.48718e+06,1.01428,0.752216,0.147184,0.0207089,-0.00427977,0.0204174,0.979475
12,11,1,9.48718e+06,0.216056,1.054,0.139893,0.0121138,-0.00495488,0.056068,0.973671
13,11,1.5,9.48718e+06,0.331841,0.967756,0.141548,0.0140744,-0.00508252,0.0424133,0.977268
14,11,2,9.48718e+06,0.435851,0.878186,0.142685,0.0152584,-0.00486356,0.0350082,0.979647
15,11,3,9.48718e+06,0.617345,0.74383,0.144084,0.0182959,-0.00417292,0.0296364,0.980982
16,12,1,9.48718e+06,0.0580433,0.553724,0.133691,0.00506764,-0.00180272,0.0873079,0.977495
17,12,1.5,9.48718e+06,0.128299,0.656386,0.136693,0.00749406,-0.00304231,0.0584111,0.98119
18,12,2,9.48718e+06,0.203702,0.673174,0.138682,0.00881956,-0.00347223,0.0432965,0.983961
19,12,3,9.48718e+06,0.352176,0.639898,0.14112,0.0120618,-0.00355095,0.0342492,0.984912
